study_name	BioProject	sample_id	NCBI_accession	uuid
NishiwakiH_2024	PRJDB15956	SAMD00618172	DRR480419	04273d14-5abc-43f9-9548-5b9c59478047
NishiwakiH_2024	PRJDB15956	SAMD00618173	DRR480420	a9690bba-3015-406e-b924-92aa397d0af3
NishiwakiH_2024	PRJDB15956	SAMD00618174	DRR480421	ffd258f5-c9a9-4d7e-a955-025d38be96bb
NishiwakiH_2024	PRJDB15956	SAMD00618175	DRR480422	ec57174f-18d8-46d6-a0e0-6bedecc105ec
NishiwakiH_2024	PRJDB15956	SAMD00618176	DRR480423	0f54417e-9f9e-4e69-b102-30ef483cfd43
NishiwakiH_2024	PRJDB15956	SAMD00618177	DRR480424	22600be0-f9cb-4084-9d62-72b19a5afad5
NishiwakiH_2024	PRJDB15956	SAMD00618178	DRR480425	4ce28865-f8ba-478c-add1-8e9ac9b5ed6e
NishiwakiH_2024	PRJDB15956	SAMD00618179	DRR480426	f9684fd6-290b-421e-8bb0-e6f1da17c57c
NishiwakiH_2024	PRJDB15956	SAMD00618180	DRR480427	d2d282fc-2b8c-481a-a80d-30657b4d91dd
NishiwakiH_2024	PRJDB15956	SAMD00618181	DRR480428	138695b4-3fcc-4fa8-a0de-2964a9fe916a
NishiwakiH_2024	PRJDB15956	SAMD00618182	DRR480429	45001969-09d5-4b28-97db-d1025a84ce49
NishiwakiH_2024	PRJDB15956	SAMD00618183	DRR480430	816e1621-21fa-4093-a1de-70e464304e4f
NishiwakiH_2024	PRJDB15956	SAMD00618184	DRR480431	b1b6724d-6bec-4e0b-a0ac-ba6267587c3e
NishiwakiH_2024	PRJDB15956	SAMD00618185	DRR480432	35a17415-a16f-400c-91f2-ffb6d3421b79
NishiwakiH_2024	PRJDB15956	SAMD00618186	DRR480433	22d1d04b-30fe-42f5-a1c0-0e48657819ac
NishiwakiH_2024	PRJDB15956	SAMD00618187	DRR480434	ffae59ff-235a-4004-afb3-c591b37fd689
NishiwakiH_2024	PRJDB15956	SAMD00618188	DRR480435	91cfc93d-2d90-4ceb-a911-926d3465652c
NishiwakiH_2024	PRJDB15956	SAMD00618189	DRR480436	510a6332-22e3-493b-a06c-5a14c8024e50
NishiwakiH_2024	PRJDB15956	SAMD00618190	DRR480437	e98e7a3a-5676-4c0d-ba10-b27ea3d4c80e
NishiwakiH_2024	PRJDB15956	SAMD00618191	DRR480438	3928bdd7-460a-48e1-a1b7-34baebd2cc04
NishiwakiH_2024	PRJDB15956	SAMD00618192	DRR480439	05ae97ce-e303-4806-9175-c3ac928d0813
NishiwakiH_2024	PRJDB15956	SAMD00618193	DRR480440	6787aa52-d7ca-4167-b439-1697d8849dcb
NishiwakiH_2024	PRJDB15956	SAMD00618194	DRR480441	634efe31-e7c7-4214-8cc0-6bb0fb95f112
NishiwakiH_2024	PRJDB15956	SAMD00618195	DRR480442	bc03ae70-c7f6-4459-8f5f-5950caa2051e
NishiwakiH_2024	PRJDB15956	SAMD00618196	DRR480443	110b3553-afaf-4c1c-be12-0a64606305dc
NishiwakiH_2024	PRJDB15956	SAMD00618197	DRR480444	f01d74fe-100b-4a45-9e46-d807e7d0cc78
NishiwakiH_2024	PRJDB15956	SAMD00618198	DRR480445	88fd205b-9273-42b0-b82c-31d9f7e66c83
NishiwakiH_2024	PRJDB15956	SAMD00618199	DRR480446	ff6013fb-43df-4c4f-ab57-fc64d95ed9fc
NishiwakiH_2024	PRJDB15956	SAMD00618200	DRR480447	9bb25c21-b2d0-4361-9cf1-51493b9dd38a
NishiwakiH_2024	PRJDB15956	SAMD00618201	DRR480448	ec9763a7-ee87-4fde-b58e-a6875326047f
NishiwakiH_2024	PRJDB15956	SAMD00618202	DRR480449	2c945c17-65b0-4547-90f9-2639ee04c05a
