sample_id	subject_id	control	country	body_site	body_site_details	age	age_group	age_unit	ancestry	ancestry_details	antibiotics_current_use	biomarker	bmi	days_from_first_collection	dietary_restriction	disease	disease_details	disease_response_orr	disease_response_pfs	disease_response_pfs_month	disease_response_recist	dna_extraction_kit	family	family_role	feces_phenotype	fmt_id	fmt_role	hla	lifestyle	location	median_read_length	minimum_read_length	ncbi_accession	neonatal_birth_weight	neonatal_delivery_procedure	neonatal_feeding_method	neonatal_gestational_age	neonatal_preterm_birth	number_bases	number_reads	obgyn_birth_control	obgyn_lactating	obgyn_menopause	obgyn_pregnancy	pmid	probing_pocket_depth	sequencing_platform	sex	smoker	subcohort	treatment	tumor_staging_ajcc	tumor_staging_tnm	westernized	zigosity	uncurated_metadata	housing_cage	cohort	file_paths	uuid
3C-F	2289	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	ASO	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	Fp7-1	Vehicle	NA	NA	NA	NA	NA	5	Fp7	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-3C-F/CALTEC-001-3C-F_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-3C-F/CALTEC-001-3C-F_R2.fastq.gz;	f4274746-d528-4698-8bb7-06f2aad8f7ea
4C-F	2290	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	ASO	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	Fp7-1	Vehicle	NA	NA	NA	NA	NA	5	Fp7	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-4C-F/CALTEC-001-4C-F_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-4C-F/CALTEC-001-4C-F_R2.fastq.gz;	18530c2d-c035-4581-8ec1-727ddaab7ddd
5C-F	2298	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	ASO	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	Fp7-1	Vehicle	NA	NA	NA	NA	NA	6	Fp7	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-5C-F/CALTEC-001-5C-F_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-5C-F/CALTEC-001-5C-F_R2.fastq.gz;	1ffa964b-5399-4ab1-b3f3-4517ab35a079
6C-F	2297	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	ASO	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	Fp7-1	Vehicle	NA	NA	NA	NA	NA	6	Fp7	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-6C-F/CALTEC-001-6C-F_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-6C-F/CALTEC-001-6C-F_R2.fastq.gz;	eee80cf1-041f-4459-b5d4-42bb908b8749
7C-F	2307	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	ASO	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	Fp7-1	Vehicle	NA	NA	NA	NA	NA	7	Fp7	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-7C-F/CALTEC-001-7C-F_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-7C-F/CALTEC-001-7C-F_R2.fastq.gz;	6b4ef72a-1384-4259-809f-d73df0ca396e
8C-F	2308	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	ASO	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	Fp7-1	Vehicle	NA	NA	NA	NA	NA	7	Fp7	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-8C-F/CALTEC-001-8C-F_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-8C-F/CALTEC-001-8C-F_R2.fastq.gz;	0068de06-f21d-4643-b961-62051cc1aa26
1F-F	2276	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	ASO	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	Fp7-1	Fp	NA	NA	NA	NA	NA	9	Fp7	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-1F-F/CALTEC-001-1F-F_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-1F-F/CALTEC-001-1F-F_R2.fastq.gz;	34c13683-f5d0-4275-a71f-5b377d8a5ae5
2F-F	2277	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	ASO	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	Fp7-1	Fp	NA	NA	NA	NA	NA	9	Fp7	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-2F-F/CALTEC-001-2F-F_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-2F-F/CALTEC-001-2F-F_R2.fastq.gz;	42f1b0a9-27f0-465e-b946-b675246b412c
3F-F	2280	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	ASO	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	Fp7-1	Fp	NA	NA	NA	NA	NA	10	Fp7	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-3F-F/CALTEC-001-3F-F_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-3F-F/CALTEC-001-3F-F_R2.fastq.gz;	c777b5ee-8565-4738-a33b-5bba63c4cfd2
4F-F	2281	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	ASO	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	Fp7-1	Fp	NA	NA	NA	NA	NA	10	Fp7	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-4F-F/CALTEC-001-4F-F_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-4F-F/CALTEC-001-4F-F_R2.fastq.gz;	5e20b57b-2b52-4b22-9888-b1bc9a4ea999
5F-F	2285	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	ASO	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	Fp7-1	Fp	NA	NA	NA	NA	NA	11	Fp7	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-5F-F/CALTEC-001-5F-F_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-5F-F/CALTEC-001-5F-F_R2.fastq.gz;	06a6ac32-40c7-4c53-87e6-2a92c798234a
6F-F	2284	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	ASO	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	Fp7-1	Fp	NA	NA	NA	NA	NA	11	Fp7	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-6F-F/CALTEC-001-6F-F_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-6F-F/CALTEC-001-6F-F_R2.fastq.gz;	6aff3699-7a68-4151-87de-01629c51f3a1
7F-F	2312	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	ASO	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	Fp7-1	Fp	NA	NA	NA	NA	NA	12	Fp7	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-7F-F/CALTEC-001-7F-F_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-7F-F/CALTEC-001-7F-F_R2.fastq.gz;	3c7d31f0-f36f-497c-b37c-15bb67353160
8F-F	2313	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	ASO	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	Fp7-1	Fp	NA	NA	NA	NA	NA	13	Fp7	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-8F-F/CALTEC-001-8F-F_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-8F-F/CALTEC-001-8F-F_R2.fastq.gz;	411ac2ab-4230-4932-894e-88cff6f89545
1W-B	2328	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	WT	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	bCL-1	Vehicle	NA	NA	NA	NA	NA	15	bCL	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-1W-B/CALTEC-001-1W-B_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-1W-B/CALTEC-001-1W-B_R2.fastq.gz;	091267e4-8913-42ea-a7ee-8e06a61ea520
2W-B	2330	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	WT	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	bCL-1	Vehicle	NA	NA	NA	NA	NA	15	bCL	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-2W-B/CALTEC-001-2W-B_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-2W-B/CALTEC-001-2W-B_R2.fastq.gz;	c8e0a559-0a9e-44ce-8fcf-610bc8b22db4
3W-B	2332	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	WT	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	bCL-1	Vehicle	NA	NA	NA	NA	NA	16	bCL	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-3W-B/CALTEC-001-3W-B_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-3W-B/CALTEC-001-3W-B_R2.fastq.gz;	4826f5bc-cedd-4bb6-a722-e452316ab082
4W-B	2337	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	WT	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	bCL-1	Vehicle	NA	NA	NA	NA	NA	16	bCL	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-4W-B/CALTEC-001-4W-B_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-4W-B/CALTEC-001-4W-B_R2.fastq.gz;	1a11d08f-3c5f-4318-a6c7-e624214cfada
5W-B	2338	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	WT	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	bCL-1	Vehicle	NA	NA	NA	NA	NA	16	bCL	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-5W-B/CALTEC-001-5W-B_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-5W-B/CALTEC-001-5W-B_R2.fastq.gz;	7dc5d03d-418c-4b3d-80a8-0ca41dd632a9
6W-B	2348	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	WT	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	bCL-1	Vehicle	NA	NA	NA	NA	NA	17	bCL	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-6W-B/CALTEC-001-6W-B_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-6W-B/CALTEC-001-6W-B_R2.fastq.gz;	dd7061e3-5df1-424d-a521-46c466ef227b
7W-B	2349	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	WT	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	bCL-1	Vehicle	NA	NA	NA	NA	NA	17	bCL	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-7W-B/CALTEC-001-7W-B_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-7W-B/CALTEC-001-7W-B_R2.fastq.gz;	8851ad69-afb8-4ad8-b67d-2ef76e6cfd76
8W-B	NA	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	WT	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	bCL-2	Vehicle	NA	NA	NA	NA	NA	NA	bCL	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-8W-B/CALTEC-001-8W-B_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-8W-B/CALTEC-001-8W-B_R2.fastq.gz;	a35d2eec-5698-4721-b76f-f63d21bcebb4
1C-B	2350	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	ASO	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	bCL-1	Vehicle	NA	NA	NA	NA	NA	18	bCL	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-1C-B/CALTEC-001-1C-B_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-1C-B/CALTEC-001-1C-B_R2.fastq.gz;	988ee4b2-fb1c-4b1e-ab82-8cec6c575f53
2C-B	2333	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	ASO	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	bCL-1	Vehicle	NA	NA	NA	NA	NA	19	bCL	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-2C-B/CALTEC-001-2C-B_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-2C-B/CALTEC-001-2C-B_R2.fastq.gz;	94574c2a-b97f-40ea-b68d-c7b0a4565377
3C-B	2334	NA	NA	NA	NA	18	NA	weeks	NA	NA	NA	NA	NA	NA	NA	ASO	NA	NA	NA	NA	NA	Qiagen PowerFecal Pro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Male	NA	bCL-1	Vehicle	NA	NA	NA	NA	NA	19	bCL	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-3C-B/CALTEC-001-3C-B_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-3C-B/CALTEC-001-3C-B_R2.fastq.gz;	dae2c217-be68-4432-912a-d34d981d0a75
