Run,AGE,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Group,HOST,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,litter_id,mouse_id,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,total_sequences
SRR28674749,1,WGS,302,489653136,PRJNA1099939,SAMN40961774,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",222483069,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-07-15,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243089,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG025AM4_1MTH_07152019,PAIRED,RANDOM,METAGENOMIC,hSCATG025,hSCATG025AM4,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:57:00Z,1,hSCATG025AM4_1MTH_07152019,SRP501636,1785110
SRR28674750,12,WGS,302,311954222,PRJNA1099939,SAMN40961773,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",138381492,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2020-06-11,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243088,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG025AM4_12MTH_06112020,PAIRED,RANDOM,METAGENOMIC,hSCATG025,hSCATG025AM4,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:57:00Z,1,hSCATG025AM4_12MTH_06112020,SRP501636,1267730
SRR28674751,6,WGS,302,451571540,PRJNA1099939,SAMN40961772,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",202771703,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-12-16,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243087,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG025AM2_6MTH_12162019,PAIRED,RANDOM,METAGENOMIC,hSCATG025,hSCATG025AM2,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:59:00Z,1,hSCATG025AM2_6MTH_12162019,SRP501636,1655092
SRR28674758,3,WGS,302,329159162,PRJNA1099939,SAMN40961759,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",148468293,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-09-03,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243080,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG022AM2_3MTH_09032019,PAIRED,RANDOM,METAGENOMIC,hSCATG022,hSCATG022AM2,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:57:00Z,1,hSCATG022AM2_3MTH_09032019,SRP501636,1305063
SRR28674761,6,WGS,302,330245758,PRJNA1099939,SAMN40961756,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",150945715,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-12-03,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243077,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG021AM5_6MTH_12032019,PAIRED,RANDOM,METAGENOMIC,hSCATG021,hSCATG021AM5,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG021AM5_6MTH_12032019,SRP501636,1265290
SRR28674762,3,WGS,302,387531534,PRJNA1099939,SAMN40961755,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",174169325,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-09-03,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243076,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG021AM5_3MTH_09032019,PAIRED,RANDOM,METAGENOMIC,hSCATG021,hSCATG021AM5,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG021AM5_3MTH_09032019,SRP501636,1524391
SRR28674763,1,WGS,302,271032316,PRJNA1099939,SAMN40961754,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",123114741,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-07-05,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243075,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG021AM5_1MTH_07052019,PAIRED,RANDOM,METAGENOMIC,hSCATG021,hSCATG021AM5,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG021AM5_1MTH_07052019,SRP501636,1023158
SRR28674764,12,WGS,302,587215142,PRJNA1099939,SAMN40961753,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",248809870,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2020-06-04,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243074,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG021AM5_12MTH_06042020,PAIRED,RANDOM,METAGENOMIC,hSCATG021,hSCATG021AM5,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG021AM5_12MTH_06042020,SRP501636,2486362
SRR28674765,6,WGS,302,566476802,PRJNA1099939,SAMN40961752,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",248399912,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-12-03,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243073,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG021AM4_6MTH_12032019,PAIRED,RANDOM,METAGENOMIC,hSCATG021,hSCATG021AM4,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:57:00Z,1,hSCATG021AM4_6MTH_12032019,SRP501636,2171505
SRR28674766,3,WGS,302,484945862,PRJNA1099939,SAMN40961751,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",219539377,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-09-03,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243072,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG021AM4_3MTH_09032019,PAIRED,RANDOM,METAGENOMIC,hSCATG021,hSCATG021AM4,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:57:00Z,1,hSCATG021AM4_3MTH_09032019,SRP501636,1750023
SRR28674769,12,WGS,302,333772514,PRJNA1099939,SAMN40961749,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",151655296,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2020-06-04,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243069,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG021AM4_12MTH_06042020,PAIRED,RANDOM,METAGENOMIC,hSCATG021,hSCATG021AM4,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG021AM4_12MTH_06042020,SRP501636,1241263
SRR28674770,6,WGS,302,467094340,PRJNA1099939,SAMN40961748,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",202211687,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-12-03,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243068,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG021AM3_6MTH_12032019,PAIRED,RANDOM,METAGENOMIC,hSCATG021,hSCATG021AM3,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG021AM3_6MTH_12032019,SRP501636,1907637
SRR28674771,3,WGS,302,498256814,PRJNA1099939,SAMN40961747,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",219968508,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-09-03,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243067,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG021AM3_3MTH_09032019,PAIRED,RANDOM,METAGENOMIC,hSCATG021,hSCATG021AM3,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG021AM3_3MTH_09032019,SRP501636,1621834
SRR28674772,1,WGS,302,610066576,PRJNA1099939,SAMN40961746,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",273275720,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-07-05,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243066,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG021AM3_1MTH_07052019,PAIRED,RANDOM,METAGENOMIC,hSCATG021,hSCATG021AM3,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:57:00Z,1,hSCATG021AM3_1MTH_07052019,SRP501636,2312613
SRR28674773,12,WGS,302,322093872,PRJNA1099939,SAMN40961745,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",142957336,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2020-06-04,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243065,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG021AM3_12MTH_06042020,PAIRED,RANDOM,METAGENOMIC,hSCATG021,hSCATG021AM3,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:57:00Z,1,hSCATG021AM3_12MTH_06042020,SRP501636,1260887
SRR28674774,6,WGS,302,328166186,PRJNA1099939,SAMN40961744,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",150502380,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-12-03,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243064,USA,North America,USA: Alabama,TG,Mus musculus,Illumina HiSeq X,hSCATG021AM2_6MTH_12032019,PAIRED,RANDOM,METAGENOMIC,hSCATG021,hSCATG021AM2,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:57:00Z,1,hSCATG021AM2_6MTH_12032019,SRP501636,1152199
SRR28674778,1,WGS,302,314423676,PRJNA1099939,SAMN40961934,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",143748167,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2020-01-17,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243060,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG058AM5_1MTH_01172020,PAIRED,RANDOM,METAGENOMIC,hSCATG058,hSCATG058AM5,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG058AM5_1MTH_01172020,SRP501636,1166129
SRR28674779,12,WGS,302,614070492,PRJNA1099939,SAMN40961933,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",267167638,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2020-12-12,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243059,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG058AM5_12MTH_12122020,PAIRED,RANDOM,METAGENOMIC,hSCATG058,hSCATG058AM5,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG058AM5_12MTH_12122020,SRP501636,2638186
SRR28674780,6,WGS,302,325769212,PRJNA1099939,SAMN40961932,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",147916506,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2020-06-14,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243058,USA,North America,USA: Alabama,TG,Mus musculus,Illumina HiSeq X,hSCATG058AM4_6MTH_06142020,PAIRED,RANDOM,METAGENOMIC,hSCATG058,hSCATG058AM4,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG058AM4_6MTH_06142020,SRP501636,1199671
SRR28674781,3,WGS,302,321171262,PRJNA1099939,SAMN40961931,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",147038178,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2020-04-07,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243057,USA,North America,USA: Alabama,TG,Mus musculus,Illumina HiSeq X,hSCATG058AM4_3MTH_04072020,PAIRED,RANDOM,METAGENOMIC,hSCATG058,hSCATG058AM4,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG058AM4_3MTH_04072020,SRP501636,1213391
SRR28674782,1,WGS,302,376814158,PRJNA1099939,SAMN40961742,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",169588405,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-07-05,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243056,USA,North America,USA: Alabama,TG,Mus musculus,Illumina HiSeq X,hSCATG021AM2_1MTH_07052019,PAIRED,RANDOM,METAGENOMIC,hSCATG021,hSCATG021AM2,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:57:00Z,1,hSCATG021AM2_1MTH_07052019,SRP501636,1428823
SRR28674783,1,WGS,302,361577050,PRJNA1099939,SAMN40961930,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",162143672,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2020-01-17,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243055,USA,North America,USA: Alabama,TG,Mus musculus,Illumina HiSeq X,hSCATG058AM4_1MTH_01172020,PAIRED,RANDOM,METAGENOMIC,hSCATG058,hSCATG058AM4,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG058AM4_1MTH_01172020,SRP501636,1414076
SRR28674784,12,WGS,302,494600198,PRJNA1099939,SAMN40961929,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",221025783,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2020-12-12,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243054,USA,North America,USA: Alabama,TG,Mus musculus,Illumina HiSeq X,hSCATG058AM4_12MTH_12122020,PAIRED,RANDOM,METAGENOMIC,hSCATG058,hSCATG058AM4,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:57:00Z,1,hSCATG058AM4_12MTH_12122020,SRP501636,2096905
SRR28674785,6,WGS,302,500566812,PRJNA1099939,SAMN40961928,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",216013766,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2020-06-14,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243053,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG058AM3_6MTH_06142020,PAIRED,RANDOM,METAGENOMIC,hSCATG058,hSCATG058AM3,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:57:00Z,1,hSCATG058AM3_6MTH_06142020,SRP501636,2110267
SRR28674786,3,WGS,302,502318714,PRJNA1099939,SAMN40961723,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",228775396,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-09-03,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243052,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG016AM3_3MTH_09032019,PAIRED,RANDOM,METAGENOMIC,hSCATG016,hSCATG016AM3,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG016AM3_3MTH_09032019,SRP501636,1926573
SRR28674787,6,WGS,302,411622678,PRJNA1099939,SAMN40961920,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",182057685,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2020-06-14,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243051,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG057AM1_6MTH_06142020,PAIRED,RANDOM,METAGENOMIC,hSCATG057,hSCATG057AM1,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG057AM1_6MTH_06142020,SRP501636,1636699
SRR28674788,12,WGS,302,266716736,PRJNA1099939,SAMN40961925,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",120615798,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2020-12-12,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243179,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG058AM3_12MTH_12122020,PAIRED,RANDOM,METAGENOMIC,hSCATG058,hSCATG058AM3,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG058AM3_12MTH_12122020,SRP501636,1012128
SRR28674789,6,WGS,302,341370230,PRJNA1099939,SAMN40961924,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",154614555,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2020-06-14,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243178,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG058AM2_6MTH_06142020,PAIRED,RANDOM,METAGENOMIC,hSCATG058,hSCATG058AM2,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG058AM2_6MTH_06142020,SRP501636,1207369
SRR28674790,3,WGS,302,423912568,PRJNA1099939,SAMN40961923,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",185483197,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2020-04-07,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243177,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG058AM2_3MTH_04072020,PAIRED,RANDOM,METAGENOMIC,hSCATG058,hSCATG058AM2,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG058AM2_3MTH_04072020,SRP501636,1678052
SRR28674794,1,WGS,302,294044414,PRJNA1099939,SAMN40961906,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",130077353,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-12-19,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243173,USA,North America,USA: Alabama,TG,Mus musculus,Illumina HiSeq X,hSCATG053AM1_1MTH_12192019,PAIRED,RANDOM,METAGENOMIC,hSCATG053,hSCATG053AM1,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG053AM1_1MTH_12192019,SRP501636,1048341
SRR28674795,12,WGS,302,486133024,PRJNA1099939,SAMN40961905,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",211091571,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2020-12-12,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243172,USA,North America,USA: Alabama,TG,Mus musculus,Illumina HiSeq X,hSCATG053AM1_12MTH_12122020,PAIRED,RANDOM,METAGENOMIC,hSCATG053,hSCATG053AM1,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T16:00:00Z,1,hSCATG053AM1_12MTH_12122020,SRP501636,2055537
SRR28674796,6,WGS,302,342747652,PRJNA1099939,SAMN40961904,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",155132284,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2020-02-10,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243171,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG043AM4_6MTH_02102020,PAIRED,RANDOM,METAGENOMIC,hSCATG043,hSCATG043AM4,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG043AM4_6MTH_02102020,SRP501636,1245140
SRR28674797,3,WGS,302,451084716,PRJNA1099939,SAMN40961903,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",200571337,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-11-12,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243170,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG043AM4_3MTH_11122019,PAIRED,RANDOM,METAGENOMIC,hSCATG043,hSCATG043AM4,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG043AM4_3MTH_11122019,SRP501636,1817965
SRR28674798,1,WGS,302,373345990,PRJNA1099939,SAMN40961902,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",168929020,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-09-11,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243169,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG043AM4_1MTH_09112019,PAIRED,RANDOM,METAGENOMIC,hSCATG043,hSCATG043AM4,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:57:00Z,1,hSCATG043AM4_1MTH_09112019,SRP501636,1418305
SRR28674799,12,WGS,302,405700156,PRJNA1099939,SAMN40961901,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",181930632,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2020-08-11,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243168,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG043AM4_12MTH_08112020,PAIRED,RANDOM,METAGENOMIC,hSCATG043,hSCATG043AM4,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:58:00Z,1,hSCATG043AM4_12MTH_08112020,SRP501636,1556381
SRR28674801,6,WGS,302,667475568,PRJNA1099939,SAMN40961900,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",296119433,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2020-02-10,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243166,USA,North America,USA: Alabama,TG,Mus musculus,Illumina HiSeq X,hSCATG043AM3_6MTH_02102020,PAIRED,RANDOM,METAGENOMIC,hSCATG043,hSCATG043AM3,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:57:00Z,1,hSCATG043AM3_6MTH_02102020,SRP501636,2582105
SRR28674802,3,WGS,302,326217078,PRJNA1099939,SAMN40961891,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",149289927,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-10-08,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243165,USA,North America,USA: Alabama,TG,Mus musculus,Illumina HiSeq X,hSCATG041AM3_3MTH_10082019,PAIRED,RANDOM,METAGENOMIC,hSCATG041,hSCATG041AM3,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T15:59:00Z,1,hSCATG041AM3_3MTH_10082019,SRP501636,1132047
SRR28674803,1,WGS,302,338959666,PRJNA1099939,SAMN40961738,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",150154474,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2019-07-05,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",mouse gut,mouse gut,fecal material [ENVO:00002003],SRX24243164,USA,North America,USA: Alabama,NTG,Mus musculus,Illumina HiSeq X,hSCATG021AM1_1MTH_07052019,PAIRED,RANDOM,METAGENOMIC,hSCATG021,hSCATG021AM1,mouse gut metagenome,ILLUMINA,2024-04-15T00:00:00Z,2024-04-14T16:00:00Z,1,hSCATG021AM1_1MTH_07052019,SRP501636,1406253
